season,week,celebrity_name,week_total_score,is_eliminated,elimination_prob,predicted_fan_vote_score
11,week4,Audrina Patridge,23.0,0,0.05973037640317424,94.02696235968257
11,week5,Audrina Patridge,23.0,0,0.007461699050312752,99.25383009496872
11,week6,Audrina Patridge,31.9998,1,0.03758326661731157,96.24167333826884
11,week1,Brandy,23.0,1,0.5732184723232848,42.67815276767152
11,week2,Brandy,21.0,0,0.005044599351139547,99.49554006488604
11,week3,Brandy,24.0,0,0.011252545604759238,98.87474543952408
11,week4,Brandy,24.0,0,0.0016788478311271003,99.83211521688729
11,week5,Brandy,27.0,0,0.0011373947764389287,99.88626052235611
11,week6,Brandy,35.9999,0,0.0037614306451310463,99.6238569354869
11,week7,Brandy,36.5,0,0.004360834362314579,99.56391656376854
11,week8,Brandy,28.5,0,0.003988587576071687,99.60114124239283
11,week9,Brandy,28.5,0,2.1201048052944405e-05,99.99787989519471
11,week1,Bristol Palin,18.0,0,0.9549677078815052,4.503229211849479
11,week10,Bristol Palin,25.6666,0,0.00427264596229465,99.57273540377054
11,week2,Bristol Palin,22.0,0,0.007268276415261777,99.27317235847383
11,week3,Bristol Palin,19.0,0,0.0017503897178647583,99.82496102821352
11,week4,Bristol Palin,16.0,0,0.00526531635010827,99.47346836498917
11,week5,Bristol Palin,18.0,0,0.031892391444314376,96.81076085556856
11,week6,Bristol Palin,27.9998,0,0.04417740922380167,95.58225907761984
11,week7,Bristol Palin,32.5,0,0.01827380122906222,98.17261987709378
11,week8,Bristol Palin,23.5,0,0.3726589489137416,62.73410510862585
11,week9,Bristol Palin,26.5,0,0.0010593017315160358,99.8940698268484
11,week1,David Hasselhoff,15.0,1,0.957524919566959,4.247508043304105
11,week1,Florence Henderson,18.0,1,0.9551536425856516,4.48463574143484
11,week2,Florence Henderson,19.0,0,0.0712429519977769,92.87570480022231
11,week3,Florence Henderson,20.0,0,0.09599690762989908,90.40030923701009
11,week4,Florence Henderson,17.5,0,0.10049439653834125,89.95056034616587
11,week5,Florence Henderson,21.0,1,0.3070320735547924,69.29679264452075
11,week1,Jennifer Grey,24.0,0,0.5909493485872711,40.90506514127289
11,week10,Jennifer Grey,30.0,0,0.0007130880894949909,99.9286911910505
11,week2,Jennifer Grey,24.0,0,0.05840022625001359,94.15997737499863
11,week3,Jennifer Grey,24.0,0,0.0350450842150724,96.49549157849276
11,week4,Jennifer Grey,28.0,0,0.009437864987135985,99.05621350128641
11,week5,Jennifer Grey,25.0,0,0.003613927295780061,99.638607270422
11,week6,Jennifer Grey,29.0,0,0.2700171289666228,72.99828710333772
11,week7,Jennifer Grey,36.5,0,0.012599480092809808,98.74005199071902
11,week8,Jennifer Grey,28.5,0,0.010499419976546855,98.95005800234532
11,week9,Jennifer Grey,30.0,0,0.00039573161683919905,99.96042683831608
11,week1,Kurt Warner,19.0,1,0.854758693937696,14.5241306062304
11,week2,Kurt Warner,21.0,0,0.12199863178146422,87.80013682185358
11,week3,Kurt Warner,23.0,0,0.027313716208671207,97.26862837913288
11,week4,Kurt Warner,17.0,0,0.11318376300124618,88.68162369987537
11,week5,Kurt Warner,24.0,0,0.0032570470607291547,99.67429529392709
11,week6,Kurt Warner,21.9999,0,0.26992710510550033,73.00728948944996
11,week7,Kurt Warner,35.0,0,0.0013775974170610532,99.8622402582939
11,week8,Kurt Warner,24.0,1,0.3450705569856005,65.49294430143995
11,week1,Kyle Massey,23.0,0,0.3611598480304597,63.88401519695404
11,week10,Kyle Massey,27.3332,0,4.2821628594938805e-05,99.9957178371405
11,week2,Kyle Massey,22.0,0,0.002412316756260594,99.75876832437393
11,week3,Kyle Massey,23.0,0,0.0014013137129269856,99.8598686287073
11,week4,Kyle Massey,20.0,0,0.0064360401946251,99.3563959805375
11,week5,Kyle Massey,20.0,0,0.03101825061659683,96.89817493834032
11,week6,Kyle Massey,29.9999,0,0.05718531255297366,94.28146874470264
11,week7,Kyle Massey,33.5,0,0.002987117795407959,99.7012882204592
11,week8,Kyle Massey,28.0,0,0.0029277304576365362,99.70722695423635
11,week9,Kyle Massey,29.0,0,2.4305976997607733e-05,99.99756940230023
11,week1,Margaret Cho,15.0,1,0.9583577843786244,4.16422156213756
11,week2,Margaret Cho,18.0,0,0.06910564623401384,93.08943537659862
11,week3,Margaret Cho,18.0,1,0.20138608500126529,79.86139149987346
11,week1,Michael Bolton,16.0,1,0.9629832310876607,3.7016768912339293
11,week2,Michael Bolton,12.0,1,0.474105411102159,52.589458889784105
11,week1,Rick Fox,22.0,1,0.8645422502879356,13.545774971206438
11,week2,Rick Fox,21.0,0,0.12199863178146422,87.80013682185358
11,week3,Rick Fox,24.0,0,0.03303519312778676,96.69648068722132
11,week4,Rick Fox,19.5,0,0.12769097182911618,87.23090281708838
11,week5,Rick Fox,24.0,0,0.012425168450430428,98.75748315495696
11,week6,Rick Fox,30.0,0,0.013347381335432491,98.66526186645676
11,week7,Rick Fox,34.5,1,0.34693846939581474,65.30615306041852
11,week1,The Situation,15.0,1,0.9284221958291781,7.1577804170821935
11,week2,The Situation,18.0,0,0.04015925213831729,95.98407478616828
11,week3,The Situation,20.0,0,0.050241495282556226,94.97585047174437
11,week4,The Situation,14.0,1,0.49836131806789596,50.163868193210405
12,week1,Chelsea Kane,21.0,0,0.7013378976185185,29.86621023814815
12,week10,Chelsea Kane,29.6666,0,1.4722408690478008e-05,99.99852775913095
12,week2,Chelsea Kane,18.0,0,0.019261858321277754,98.07381416787221
12,week3,Chelsea Kane,23.0,0,0.040707924260613086,95.9292075739387
12,week4,Chelsea Kane,26.0,0,0.0009559879249077053,99.90440120750922
12,week5,Chelsea Kane,26.0,0,0.0006527645434208422,99.93472354565792
12,week6,Chelsea Kane,28.0,0,0.0021394570265991404,99.78605429734009
12,week7,Chelsea Kane,32.0,0,0.0008098660318837884,99.91901339681162
12,week8,Chelsea Kane,27.5,0,0.00030702613709654734,99.96929738629035
12,week9,Chelsea Kane,36.5,0,0.00017205434717171153,99.98279456528283
12,week1,Chris Jericho,19.0,1,0.8230500404843959,17.69499595156041
12,week2,Chris Jericho,23.0,0,0.04766302108883268,95.23369789111673
12,week3,Chris Jericho,21.0,0,0.018275812955779035,98.1724187044221
12,week4,Chris Jericho,23.0,0,0.0701545015256716,92.98454984743285
12,week5,Chris Jericho,26.0,0,0.013782835805004681,98.62171641949953
12,week6,Chris Jericho,22.0,1,0.87919420078787,12.080579921212998
12,week1,Hines Ward,21.0,0,0.47425128363897257,52.57487163610275
12,week10,Hines Ward,29.6666,0,1.3070238622500262e-05,99.99869297613775
12,week2,Hines Ward,23.0,0,0.0011702489351748146,99.88297510648252
12,week3,Hines Ward,25.0,0,0.0002365585756582108,99.97634414243419
12,week4,Hines Ward,25.0,0,0.00011571215242539778,99.98842878475746
12,week5,Hines Ward,27.0,0,0.0005835635908844557,99.94164364091156
12,week6,Hines Ward,27.0,0,0.0012499970669894243,99.87500029330106
12,week7,Hines Ward,33.0,0,0.0006993371909619597,99.9300662809038
12,week8,Hines Ward,27.0,0,0.0006329658449000428,99.93670341551
12,week9,Hines Ward,30.0,0,0.00014349710451345212,99.98565028954866
12,week1,Kendra Wilkinson,18.0,1,0.9450703396028164,5.492966039718361
12,week2,Kendra Wilkinson,19.0,0,0.016179344515575116,98.38206554844248
12,week3,Kendra Wilkinson,23.0,0,0.008451257789352018,99.15487422106479
12,week4,Kendra Wilkinson,18.0,0,0.0421657711643716,95.78342288356284
12,week5,Kendra Wilkinson,22.0,0,0.11232238679691921,88.76776132030808
12,week6,Kendra Wilkinson,25.0,0,0.11715994958514618,88.28400504148539
12,week7,Kendra Wilkinson,30.5,1,0.07201542545420468,92.79845745457953
12,week1,Kirstie Alley,23.0,0,0.6870333876780059,31.29666123219941
12,week10,Kirstie Alley,27.9999,0,0.0013414445162264668,99.86585554837735
12,week2,Kirstie Alley,20.0,0,0.011283816415893294,98.87161835841067
12,week3,Kirstie Alley,21.0,0,0.007460787584000722,99.25392124159993
12,week4,Kirstie Alley,22.0,0,0.015687014675924534,98.43129853240755
12,week5,Kirstie Alley,23.0,0,0.13716642989239222,86.28335701076078
12,week6,Kirstie Alley,26.0,0,0.05739766233984568,94.26023376601543
12,week7,Kirstie Alley,30.0,0,0.07968513226844035,92.03148677315596
12,week8,Kirstie Alley,26.5,0,0.04167541117423746,95.83245888257625
12,week9,Kirstie Alley,27.0,0,0.0014783203076567599,99.85216796923433
12,week1,Mike Catherwood,13.0,1,0.9648416871652291,3.515831283477089
12,week2,Mike Catherwood,17.0,1,0.19449129849749872,80.55087015025013
12,week1,Petra Nemcova,18.0,1,0.995435358764452,0.4564641235548006
12,week2,Petra Nemcova,18.0,0,0.6914762681690139,30.852373183098614
12,week3,Petra Nemcova,25.0,0,0.07226410610338803,92.7735893896612
12,week4,Petra Nemcova,23.0,0,0.09880394424027877,90.11960557597212
12,week5,Petra Nemcova,22.0,1,0.8904232852006604,10.95767147993396
12,week1,Ralph Macchio,24.0,1,0.4491170314710799,55.08829685289201
12,week2,Ralph Macchio,21.0,0,0.0010673425353320371,99.8932657464668
12,week3,Ralph Macchio,21.0,0,0.0069544598987408834,99.30455401012591
12,week4,Ralph Macchio,25.0,0,0.014806620764650176,98.51933792353498
12,week5,Ralph Macchio,22.0,0,0.0801834215841303,91.98165784158697
12,week6,Ralph Macchio,24.0,0,0.05080568806858696,94.9194311931413
12,week7,Ralph Macchio,33.0,0,0.017333194936238902,98.26668050637612
12,week8,Ralph Macchio,23.0,0,0.15596141399900498,84.4038586000995
12,week9,Ralph Macchio,24.0,0,0.149799504006815,85.0200495993185
12,week1,Romeo,19.0,1,0.8847839247033299,11.52160752966701
12,week2,Romeo,23.0,0,0.009960300767068414,99.00396992329316
12,week3,Romeo,20.0,0,0.022737919612260016,97.726208038774
12,week4,Romeo,23.0,0,0.012310822329440498,98.76891776705595
12,week5,Romeo,26.0,0,0.0075952590127023045,99.24047409872976
12,week6,Romeo,28.0,0,0.01745905660447699,98.2540943395523
12,week7,Romeo,30.0,0,0.06725806305668526,93.27419369433147
12,week8,Romeo,26.0,1,0.5077318222068754,49.22681777931246
12,week1,Sugar Ray Leonard,17.0,1,0.8280549420010512,17.194505799894877
12,week2,Sugar Ray Leonard,17.0,0,0.2241855071978769,77.58144928021231
12,week3,Sugar Ray Leonard,20.0,0,0.05028964683705301,94.97103531629469
12,week4,Sugar Ray Leonard,21.0,1,0.1730127184972983,82.69872815027017
12,week1,Wendy Williams,14.0,1,0.9612239531754543,3.877604682454572
12,week2,Wendy Williams,17.0,0,0.17905180793825845,82.09481920617415
12,week3,Wendy Williams,15.0,1,0.5370800100716563,46.29199899283437
13,week1,Carson Kressley,17.0,1,0.9552249744132967,4.4775025586703325
13,week2,Carson Kressley,18.0,0,0.05735852062731216,94.26414793726879
13,week3,Carson Kressley,23.0,0,0.10602061571065816,89.39793842893418
13,week4,Carson Kressley,20.0,0,0.09563603875848202,90.4363961241518
13,week5,Carson Kressley,19.0,1,0.6052962120335575,39.47037879664425
13,week1,Chaz Bono,17.0,1,0.9649741884212054,3.5025811578794586
13,week2,Chaz Bono,17.0,0,0.4752504317647619,52.47495682352381
13,week3,Chaz Bono,18.0,0,0.6013173538920314,39.86826461079686
13,week4,Chaz Bono,21.0,0,0.24670501946080306,75.32949805391969
13,week5,Chaz Bono,21.0,0,0.5392545861637322,46.07454138362678
13,week6,Chaz Bono,19.0,1,0.8484576235093514,15.15423764906486
13,week1,Chynna Phillips,22.0,1,0.8327658628412684,16.723413715873157
13,week2,Chynna Phillips,21.0,0,0.10398248388926716,89.60175161107328
13,week3,Chynna Phillips,26.0,0,0.0013745903465864483,99.86254096534135
13,week4,Chynna Phillips,21.0,1,0.15804381744387475,84.19561825561253
13,week1,David Arquette,18.0,1,0.9363272433097803,6.367275669021966
13,week2,David Arquette,18.0,0,0.07205360526695004,92.794639473305
13,week3,David Arquette,24.0,0,0.03792821363093144,96.20717863690686
13,week4,David Arquette,23.0,0,0.05880544771728089,94.1194552282719
13,week5,David Arquette,25.0,0,0.020419086553578075,97.9580913446422
13,week6,David Arquette,23.0,0,0.14262299093264055,85.73770090673595
13,week7,David Arquette,23.5,1,0.3857997466522463,61.420025334775374
13,week1,Elisabetta Canalis,15.0,1,0.9789848467758544,2.10151532241456
13,week2,Elisabetta Canalis,21.0,1,0.6892810770207075,31.07189229792925
13,week1,Hope Solo,21.0,1,0.9240076316441369,7.599236835586309
13,week2,Hope Solo,19.0,0,0.08032614462762136,91.96738553723787
13,week3,Hope Solo,24.0,0,0.04703282807462765,95.29671719253724
13,week4,Hope Solo,24.0,0,0.03171012985553323,96.82898701444668
13,week5,Hope Solo,24.0,0,0.018135427958809066,98.1864572041191
13,week6,Hope Solo,20.0,0,0.7493277153825793,25.067228461742076
13,week7,Hope Solo,25.0,0,0.006390737770323151,99.36092622296768
13,week8,Hope Solo,26.0,0,0.04340707798776749,95.65929220122325
13,week9,Hope Solo,24.4998,0,0.05319670813561716,94.68032918643829
13,week1,J.R. Martinez,22.0,0,0.36686628613754513,63.313371386245485
13,week10,J.R. Martinez,28.1665,0,1.532267798298179e-05,99.9984677322017
13,week2,J.R. Martinez,22.0,0,0.0029092359243621936,99.70907640756378
13,week3,J.R. Martinez,26.0,0,0.00022516487177040974,99.97748351282296
13,week4,J.R. Martinez,26.0,0,0.00028796210996464016,99.97120378900354
13,week5,J.R. Martinez,28.0,0,0.0005263258644692477,99.94736741355308
13,week6,J.R. Martinez,29.0,0,0.009944879924182267,99.00551200758177
13,week7,J.R. Martinez,24.0,0,0.04022484444416241,95.97751555558376
13,week8,J.R. Martinez,30.0,0,0.0004504550453711839,99.95495449546287
13,week9,J.R. Martinez,28.0,0,0.0006786880342035248,99.93213119657965
13,week1,Kristin Cavallari,19.0,1,0.9470198011734805,5.29801988265195
13,week2,Kristin Cavallari,22.0,0,0.01852540005038254,98.14745999496175
13,week3,Kristin Cavallari,24.0,1,0.06139652966533327,93.86034703346667
13,week1,Metta World Peace (Ron),14.0,1,0.9754482525663597,2.4551747433640303
13,week1,Nancy Grace,16.0,1,0.9762977424121029,2.3702257587897124
13,week2,Nancy Grace,21.0,0,0.4176421443253463,58.23578556746537
13,week3,Nancy Grace,21.0,0,0.056496462576814545,94.35035374231855
13,week4,Nancy Grace,21.0,0,0.16615870709913952,83.38412929008605
13,week5,Nancy Grace,22.0,0,0.08878224577179195,91.1217754228208
13,week6,Nancy Grace,24.0,0,0.005061599718501883,99.49384002814982
13,week7,Nancy Grace,22.0,0,0.5908432002396694,40.91567997603306
13,week8,Nancy Grace,22.0,1,0.5966952965908713,40.330470340912875
13,week1,Ricki Lake,20.0,0,0.5669786024200089,43.302139757999115
13,week10,Ricki Lake,27.9999,0,0.00016927260036607198,99.98307273996339
13,week2,Ricki Lake,23.0,0,0.04678395858633812,95.3216041413662
13,week3,Ricki Lake,27.0,0,0.00046066196483468644,99.95393380351652
13,week4,Ricki Lake,29.0,0,0.00019937360217639396,99.98006263978236
13,week5,Ricki Lake,24.0,0,0.000697112854427991,99.93028871455721
13,week6,Ricki Lake,29.0,0,0.006461427622927162,99.35385723770729
13,week7,Ricki Lake,26.5,0,0.00032070530886994157,99.967929469113
13,week8,Ricki Lake,26.0,0,0.09827073558613347,90.17292644138666
13,week9,Ricki Lake,33.4999,0,0.004082758458622204,99.59172415413778
13,week1,Rob Kardashian,16.0,0,0.9593831645362019,4.061683546379813
13,week10,Rob Kardashian,28.3332,0,0.00017060853662401924,99.9829391463376
13,week2,Rob Kardashian,21.0,0,0.10697005554026225,89.30299444597377
13,week3,Rob Kardashian,24.0,0,0.012605924511016412,98.73940754889836
13,week4,Rob Kardashian,24.0,0,0.0027697780220627354,99.72302219779372
13,week5,Rob Kardashian,25.0,0,0.003689019721113387,99.63109802788867
13,week6,Rob Kardashian,22.0,0,0.1448161098390965,85.51838901609034
13,week7,Rob Kardashian,25.5,0,0.01059500229122565,98.94049977087744
13,week8,Rob Kardashian,25.5,0,0.4847852499759804,51.521475002401964
13,week9,Rob Kardashian,32.4998,0,0.000786536731935601,99.92134632680644
14,week1,Donald Driver,21.0,0,0.6978931721811058,30.21068278188942
14,week10,Donald Driver,29.6666,0,0.00019920782916596274,99.9800792170834
14,week2,Donald Driver,24.0,0,0.05187052747704596,94.81294725229542
14,week3,Donald Driver,26.0,0,0.011717278712194024,98.8282721287806
14,week4,Donald Driver,27.0,0,0.0009756698216295155,99.90243301783704
14,week5,Donald Driver,27.0,0,0.0012378730912534453,99.87621269087465
14,week6,Donald Driver,33.9999,0,0.025605779225850372,97.43942207741496
14,week7,Donald Driver,26.5,0,0.000317030846051499,99.96829691539484
14,week8,Donald Driver,27.5,0,0.0014411150631890354,99.8558884936811
14,week9,Donald Driver,28.5,0,7.129309536974545e-05,99.99287069046302
14,week1,Gavin DeGraw,20.0,1,0.9076857251444145,9.231427485558552
14,week2,Gavin DeGraw,21.0,0,0.059285641516290684,94.07143584837094
14,week3,Gavin DeGraw,24.0,0,0.12450681160247506,87.5493188397525
14,week4,Gavin DeGraw,23.0,0,0.11082446014919935,88.91755398508006
14,week5,Gavin DeGraw,19.0,1,0.07360653269690837,92.63934673030916
14,week1,Gladys Knight,23.0,1,0.9711343419111825,2.886565808881747
14,week2,Gladys Knight,19.0,0,0.05327943857412913,94.6720561425871
14,week3,Gladys Knight,24.0,0,0.10365000322993771,89.63499967700623
14,week4,Gladys Knight,20.0,0,0.07179268714534463,92.82073128546554
14,week5,Gladys Knight,22.0,0,0.168018110798772,83.1981889201228
14,week6,Gladys Knight,24.0,1,0.629158836313478,37.0841163686522
14,week1,Jack Wagner,23.0,1,0.9592745395931692,4.072546040683078
14,week2,Jack Wagner,21.0,0,0.0571555060938268,94.28444939061733
14,week3,Jack Wagner,24.0,1,0.07362490507868305,92.6375094921317
14,week1,Jaleel White,26.0,1,0.11541325533707562,88.45867446629244
14,week2,Jaleel White,22.0,0,0.03343527392925836,96.65647260707416
14,week3,Jaleel White,25.0,0,0.04708838192109812,95.29116180789019
14,week4,Jaleel White,22.0,0,0.3311811529492744,66.88188470507257
14,week5,Jaleel White,24.0,0,0.09220135331831295,90.77986466816871
14,week6,Jaleel White,36.9998,0,0.060637885504242345,93.93621144957577
14,week7,Jaleel White,25.5,1,0.3980720111873385,60.19279888126615
14,week1,Katherine Jenkins,26.0,0,0.031489562263814976,96.8510437736185
14,week10,Katherine Jenkins,30.0,0,7.166025105204408e-05,99.9928339748948
14,week2,Katherine Jenkins,26.0,0,0.0009050208381685151,99.90949791618314
14,week3,Katherine Jenkins,29.0,0,0.0005333030905090052,99.9466696909491
14,week4,Katherine Jenkins,24.0,0,0.001325092561592269,99.86749074384078
14,week5,Katherine Jenkins,29.0,0,0.00013743275777275497,99.98625672422273
14,week6,Katherine Jenkins,38.9999,0,0.0026261412542443515,99.73738587457557
14,week7,Katherine Jenkins,27.0,0,0.0003687825258838722,99.9631217474116
14,week8,Katherine Jenkins,27.5,0,0.0003654690568654583,99.96345309431346
14,week9,Katherine Jenkins,28.0,0,9.133979855268277e-05,99.99086602014474
14,week1,Maria Menounos,21.0,1,0.9176430258276933,8.23569741723067
14,week2,Maria Menounos,25.0,0,0.03508961096589742,96.49103890341026
14,week3,Maria Menounos,27.0,0,0.031186822848880153,96.88131771511198
14,week4,Maria Menounos,26.0,0,0.00026480836439507645,99.97351916356048
14,week5,Maria Menounos,27.0,0,0.002798505466521714,99.72014945334783
14,week6,Maria Menounos,29.9999,0,0.23503391256714992,76.49660874328501
14,week7,Maria Menounos,28.5,0,0.0004141153263271465,99.95858846736728
14,week8,Maria Menounos,26.5,0,0.017875436369231768,98.21245636307683
14,week9,Maria Menounos,29.5,0,3.4396725839871444e-05,99.99656032741602
14,week1,Martina Navratilova,20.0,1,0.9575669069716285,4.243309302837151
14,week2,Martina Navratilova,17.0,1,0.6625530770541321,33.744692294586784
14,week1,Melissa Gilbert,20.0,1,0.9095335160050132,9.04664839949868
14,week2,Melissa Gilbert,20.0,0,0.3248544711661241,67.5145528833876
14,week3,Melissa Gilbert,24.0,0,0.07790273564330324,92.20972643566967
14,week4,Melissa Gilbert,22.0,0,0.16766392064757094,83.2336079352429
14,week5,Melissa Gilbert,21.0,0,0.12950099665015893,87.04990033498412
14,week6,Melissa Gilbert,30.0,0,0.19822802962143918,80.17719703785609
14,week7,Melissa Gilbert,23.5,0,0.9184717554595403,8.15282445404597
14,week8,Melissa Gilbert,25.5,1,0.40541493613187995,59.458506386812005
14,week1,Roshon Fegan,23.0,1,0.9672351600641151,3.276483993588486
14,week2,Roshon Fegan,26.0,0,0.0046353647776391175,99.53646352223609
14,week3,Roshon Fegan,25.0,0,0.005757070254928718,99.42429297450714
14,week4,Roshon Fegan,26.0,0,0.00045649202506145304,99.95435079749384
14,week5,Roshon Fegan,26.0,0,0.004893703252878072,99.51062967471219
14,week6,Roshon Fegan,27.9998,0,0.033411866965211874,96.65881330347881
14,week7,Roshon Fegan,26.0,0,0.10985726007703836,89.01427399229617
14,week8,Roshon Fegan,28.0,1,0.03149396168546222,96.85060383145377
14,week1,Sherri Sheperd,23.0,1,0.9846940745931191,1.5305925406880916
14,week2,Sherri Sheperd,23.0,0,0.048685931224774284,95.13140687752258
14,week3,Sherri Sheperd,24.0,0,0.049969766746910865,95.00302332530892
14,week4,Sherri Sheperd,21.0,1,0.0875518466009779,91.2448153399022
14,week1,William Levy,24.0,0,0.8740566676967588,12.594333230324118
14,week10,William Levy,29.6666,0,8.319716890817381e-05,99.99168028310919
14,week2,William Levy,25.0,0,0.03358694300952726,96.64130569904728
14,week3,William Levy,28.0,0,0.0005726138234550979,99.9427386176545
14,week4,William Levy,22.0,0,0.0069759804440769025,99.30240195559232
14,week5,William Levy,29.0,0,0.0013604929881207246,99.86395070118793
14,week6,William Levy,36.0,0,0.07869229890328132,92.13077010967187
14,week7,William Levy,26.5,0,0.0021620959863854496,99.78379040136144
14,week8,William Levy,28.5,0,0.00315105182929803,99.6848948170702
14,week9,William Levy,29.0,0,2.3432283178952992e-05,99.9976567716821
15,week1,Apolo Anton Ohno,22.0,1,0.7630712111151663,23.69287888848337
15,week2,Apolo Anton Ohno,24.5,0,0.011169189872349912,98.883081012765
15,week3,Apolo Anton Ohno,25.5,0,0.0525222848030996,94.74777151969003
15,week4,Apolo Anton Ohno,34.5,0,0.02225757016329803,97.7742429836702
15,week5,Apolo Anton Ohno,28.25,0,0.0011164541162345558,99.88835458837654
15,week6,Apolo Anton Ohno,30.0,0,0.003984753903663856,99.60152460963361
15,week7,Apolo Anton Ohno,33.0,0,0.0018138123475100582,99.81861876524898
15,week8,Apolo Anton Ohno,29.2777,0,0.018169384787545786,98.18306152124542
15,week9,Apolo Anton Ohno,28.611,0,6.935898520992661e-06,99.99930641014791
15,week1,Bristol Palin,19.5,1,0.9006517496879065,9.93482503120935
15,week2,Bristol Palin,18.0,0,0.44953631537722416,55.046368462277584
15,week3,Bristol Palin,22.5,0,0.07057073860758903,92.9429261392411
15,week4,Bristol Palin,32.0,1,0.06005112723373886,93.99488727662612
15,week1,Drew Lachey,21.5,1,0.7701930245108333,22.980697548916673
15,week2,Drew Lachey,22.5,0,0.023031168704575052,97.6968831295425
15,week3,Drew Lachey,24.0,1,0.033836407546133346,96.61635924538666
15,week1,Emmitt Smith,24.5,1,0.6674862382289307,33.25137617710693
15,week2,Emmitt Smith,22.5,0,0.026250824951059692,97.37491750489403
15,week3,Emmitt Smith,25.0,0,0.04910746436810884,95.08925356318912
15,week4,Emmitt Smith,36.0,0,0.04124803388554333,95.87519661144567
15,week5,Emmitt Smith,28.0,0,0.11407586594141014,88.59241340585898
15,week6,Emmitt Smith,26.5,0,0.2428354624871148,75.71645375128853
15,week7,Emmitt Smith,34.4999,0,0.06173910212903706,93.8260897870963
15,week8,Emmitt Smith,29.0554,0,0.500866683394075,49.9133316605925
15,week9,Emmitt Smith,27.0,0,0.0006423602150009493,99.9357639784999
15,week1,Gilles Marini,24.0,1,0.9584398425628817,4.156015743711827
15,week2,Gilles Marini,25.5,0,0.06932110801292062,93.06788919870795
15,week3,Gilles Marini,25.5,0,0.08167245117138296,91.8327548828617
15,week4,Gilles Marini,39.5,0,0.001835778928456293,99.81642210715437
15,week5,Gilles Marini,28.25,0,0.0033361396090546623,99.66638603909453
15,week6,Gilles Marini,27.5,0,0.04413615464767744,95.58638453523226
15,week7,Gilles Marini,33.4998,0,0.012340936490218977,98.7659063509781
15,week8,Gilles Marini,29.2777,1,0.17340728427459884,82.65927157254012
15,week1,Helio Castroneves,21.5,1,0.8445957198255831,15.540428017441688
15,week2,Helio Castroneves,23.0,0,0.06561998373079542,93.43800162692047
15,week3,Helio Castroneves,25.5,1,0.187507362406855,81.24926375931449
15,week1,Joey Fatone,20.5,1,0.7248704032613957,27.512959673860426
15,week2,Joey Fatone,22.5,1,0.0644559157199358,93.55440842800643
15,week1,Kelly Monaco,21.5,0,0.7701930245108333,22.980697548916673
15,week10,Kelly Monaco,29.1109,0,0.00012503578133569177,99.98749642186642
15,week2,Kelly Monaco,22.0,0,0.0005414167969297332,99.94585832030702
15,week3,Kelly Monaco,27.0,0,0.045016258490410854,95.49837415095892
15,week4,Kelly Monaco,37.5,0,0.000565764114680502,99.94342358853196
15,week5,Kelly Monaco,25.75,0,0.029496134817221253,97.05038651827788
15,week6,Kelly Monaco,27.0,0,0.014918883509613028,98.5081116490387
15,week7,Kelly Monaco,36.0,0,0.00010108336775988728,99.989891663224
15,week8,Kelly Monaco,28.3333,0,0.13635055200812074,86.36494479918792
15,week9,Kelly Monaco,27.111,0,0.00011909954999473231,99.98809004500052
15,week1,Kirstie Alley,19.0,1,0.864833040178447,13.516695982155301
15,week2,Kirstie Alley,21.0,0,0.24072026971491647,75.92797302850836
15,week3,Kirstie Alley,24.0,0,0.19112986215959804,80.88701378404019
15,week4,Kirstie Alley,30.0,0,0.226831955493308,77.3168044506692
15,week5,Kirstie Alley,26.25,0,0.3527148249739485,64.72851750260516
15,week6,Kirstie Alley,27.5,0,0.2592083804236414,74.07916195763586
15,week7,Kirstie Alley,27.9999,0,0.19310501897970894,80.6894981020291
15,week8,Kirstie Alley,25.5,1,0.8633526614435172,13.664733855648281
15,week1,Melissa Rycroft,21.0,0,0.566588089820856,43.341191017914404
15,week10,Melissa Rycroft,29.3331,0,0.00027060564340209575,99.9729394356598
15,week2,Melissa Rycroft,23.5,0,0.011877632709752351,98.81223672902476
15,week3,Melissa Rycroft,27.0,0,0.005867524239521654,99.41324757604784
15,week4,Melissa Rycroft,37.0,0,0.0008757742137883139,99.91242257862118
15,week5,Melissa Rycroft,28.25,0,6.486422823995159e-05,99.993513577176
15,week6,Melissa Rycroft,29.5,0,0.005499682235633098,99.45003177643669
15,week7,Melissa Rycroft,38.9999,0,0.00044304086647758956,99.95569591335224
15,week8,Melissa Rycroft,30.0,0,0.05149207280429629,94.85079271957038
15,week9,Melissa Rycroft,28.7777,0,2.9905100912307176e-05,99.99700948990878
15,week1,Pamela Anderson,17.0,1,0.9786628682904345,2.1337131709565527
15,week1,Sabrina Bryan,22.5,1,0.8934350144010714,10.656498559892857
15,week2,Sabrina Bryan,26.0,0,0.0008781458741101969,99.91218541258898
15,week3,Sabrina Bryan,25.5,0,0.04930347898010342,95.06965210198966
15,week4,Sabrina Bryan,35.5,0,0.001007987288610196,99.89920127113898
15,week5,Sabrina Bryan,29.25,0,0.006116530839549608,99.38834691604504
15,week6,Sabrina Bryan,30.0,1,0.02427289131089467,97.57271086891053
15,week1,Shawn Johnson,22.0,0,0.9025241827141884,9.747581728581157
15,week10,Shawn Johnson,28.9443,0,7.729390672285842e-05,99.99227060932772
15,week2,Shawn Johnson,25.0,0,0.004838575191238458,99.51614248087616
