celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,week_total_score,week_rank,week_percent,week_num,is_valid,is_eliminated,judge_score_std,age_zscore,remaining_weeks,cumulative_rank,elimination_risk,weeks_participated,relative_performance,predicted_fan_vote_score,elimination_prob,judge_rank,fan_rank,combined_rank,rank_eliminated,rank_placement,judge_percent,fan_percent,combined_percent,pct_eliminated,pct_placement,methods_agree,rank_correct,pct_correct
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,week1,25.0,1.0,0.1196172248803827,1,True,0,3.3763886032268267,-0.3670041522261001,10,1.0,0.1,1,1.777046633277277,72.26509931058511,0.2773490068941488,1.0,2.0,3.0,False,1.0,0.11961722488038277,0.310563796014807,0.4301810208951898,False,2.0,True,True,True
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,week1,18.0,6.0,0.0861244019138756,1,True,1,3.3763886032268267,0.4787562816236673,10,6.0,0.6,1,-0.2961744388795461,1.7348909629683829,0.9826510903703162,6.0,11.0,17.0,False,9.0,0.0861244019138756,0.007455802707965343,0.09358020462184094,False,8.0,True,False,False
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,week1,21.0,3.0,0.1004784688995215,1,True,1,3.3763886032268267,0.6667030447013934,10,3.0,0.3,1,0.5923488777590923,11.476228125355536,0.8852377187464446,3.0,5.0,8.0,False,4.0,0.10047846889952153,0.04931981004031156,0.14979827893983308,False,5.0,True,False,False
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,week1,18.0,6.0,0.0861244019138756,1,True,1,3.3763886032268267,0.2908095185459412,10,6.0,0.6,1,-0.2961744388795461,2.275677646942076,0.9772432235305792,6.0,9.0,15.0,False,7.0,0.0861244019138756,0.009779867394949442,0.09590426930882505,False,7.0,True,False,False
Aiden Turner,Edyta Sliwinska,Actor/Actress,Unknown,England,32,10,Eliminated Week 4,9,week2,19.0,8.0,0.0863636363636363,2,True,0,4.47213595499958,-0.2730307706872371,9,9.0,0.8888888888888888,2,-0.2236067977499789,84.61636912738899,0.1538363087261101,8.0,6.0,14.0,False,7.0,0.08636363636363636,0.09735913267637307,0.18372276904000945,False,6.0,True,True,True
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,week2,12.0,11.0,0.0545454545454545,2,True,0,4.47213595499958,4.237691543178189,9,11.0,1.2222222222222223,2,-1.7888543819998317,39.01512608102906,0.6098487391897094,11.0,11.0,22.0,True,11.0,0.05454545454545454,0.04489059121397379,0.09943604575942833,True,11.0,True,False,False
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,week2,16.0,9.0,0.0727272727272727,2,True,0,4.47213595499958,-0.2730307706872371,9,7.5,1.0,2,-0.8944271909999159,69.15450871389434,0.3084549128610565,9.0,8.0,17.0,False,9.0,0.07272727272727272,0.07956880043989181,0.15229607316716454,False,9.0,True,True,True
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,week2,23.0,3.0,0.1045454545454545,2,True,0,4.47213595499958,-0.2730307706872371,9,2.6666666666666665,0.3333333333333333,3,0.6708203932499369,98.18739323019308,0.0181260676980691,3.0,3.0,6.0,False,3.0,0.10454545454545454,0.11297387896961111,0.21751933351506564,False,3.0,True,True,True
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,week2,24.0,2.0,0.109090909090909,2,True,0,4.47213595499958,-1.0248178229981415,9,2.333333333333333,0.2222222222222222,3,0.8944271909999159,98.95168559426682,0.0104831440573318,2.0,1.0,3.0,False,1.0,0.10909090909090909,0.11385326959396383,0.22294417868487293,False,2.0,True,True,True
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,week2,20.0,6.0,0.0909090909090909,2,True,0,4.47213595499958,-0.2730307706872371,9,5.5,0.6666666666666666,2,0.0,80.44684783290863,0.1955315216709137,6.0,7.0,13.0,False,6.0,0.09090909090909091,0.09256170422260501,0.18347079513169592,False,7.0,True,True,True
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,week2,15.0,10.0,0.0681818181818181,2,True,0,4.47213595499958,0.008889373929352,9,9.5,1.1111111111111112,2,-1.118033988749895,50.21499895865149,0.497850010413485,10.0,10.0,20.0,False,10.0,0.06818181818181818,0.057777103843809685,0.12595892202562786,False,10.0,True,True,True
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,week2,28.0,1.0,0.1272727272727272,2,True,0,4.47213595499958,-0.3670041522261001,9,1.0,0.1111111111111111,3,1.7888543819998317,98.9004513774516,0.010995486225484,1.0,2.0,3.0,False,1.0,0.12727272727272726,0.1137943197836148,0.24106704705634208,False,1.0,True,True,True
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,week2,21.0,5.0,0.0954545454545454,2,True,0,4.47213595499958,0.4787562816236673,9,5.5,0.5555555555555556,2,0.2236067977499789,90.4158074622622,0.0958419253773779,5.0,5.0,10.0,False,5.0,0.09545454545454546,0.10403193478447727,0.1994864802390227,False,5.0,True,True,True
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,week2,22.0,4.0,0.1,2,True,0,4.47213595499958,0.6667030447013934,9,3.5,0.4444444444444444,2,0.4472135954999579,95.04965160879678,0.0495034839120322,4.0,4.0,8.0,False,4.0,0.1,0.1093636105786123,0.2093636105786123,False,4.0,True,True,True
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,week2,20.0,6.0,0.0909090909090909,2,True,1,4.47213595499958,0.2908095185459412,9,6.0,0.6666666666666666,2,0.0,64.16304879842691,0.3583695120157308,6.0,9.0,15.0,False,8.0,0.09090909090909091,0.0738256538930673,0.16473474480215822,False,8.0,True,False,False
Aiden Turner,Edyta Sliwinska,Actor/Actress,Unknown,England,32,10,Eliminated Week 4,9,week3,20.0,7.0,0.0985221674876847,3,True,0,3.802046232695699,-0.2730307706872371,8,8.333333333333334,0.875,3,-0.0789048795409562,86.21974355843356,0.1378025644156644,7.0,8.0,15.0,False,8.0,0.09852216748768473,0.10537805569189122,0.20390022317957596,False,8.0,True,True,True
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,week3,13.0,10.0,0.064039408866995,3,True,1,3.802046232695699,4.237691543178189,8,10.666666666666666,1.25,3,-1.920018735496598,16.68579070082431,0.8331420929917569,10.0,10.0,20.0,True,10.0,0.06403940886699508,0.020393428571763777,0.08443283743875886,True,10.0,True,True,True
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,week3,20.0,7.0,0.0985221674876847,3,True,0,3.802046232695699,-0.2730307706872371,8,7.333333333333333,0.875,3,-0.0789048795409562,91.14670451971058,0.0885329548028942,7.0,7.0,14.0,False,7.0,0.09852216748768473,0.11139980367142854,0.20992197115911326,False,7.0,True,True,True
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,week3,23.0,2.0,0.1133004926108374,3,True,0,3.802046232695699,-0.2730307706872371,8,2.5,0.25,4,0.7101439158686046,95.922412868357,0.04077587131643,2.0,2.0,4.0,False,2.0,0.11330049261083744,0.11723669020764078,0.23053718281847824,False,2.0,True,True,True
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,week3,26.0,1.0,0.1280788177339901,3,True,0,3.802046232695699,-1.0248178229981415,8,2.0,0.125,4,1.4991927112781651,99.27242397548198,0.0072757602451802,1.0,1.0,2.0,False,1.0,0.12807881773399016,0.12133108486071488,0.24940990259470502,False,1.0,True,True,True
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,week3,21.0,4.0,0.1034482758620689,3,True,0,3.802046232695699,-0.2730307706872371,8,5.0,0.5,3,0.184111385595564,94.04335893617024,0.0595664106382976,4.0,4.0,8.0,False,4.0,0.10344827586206896,0.11494010427799409,0.21838838014006307,False,5.0,True,True,True
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,week3,15.0,9.0,0.0738916256157635,3,True,0,3.802046232695699,0.008889373929352,8,9.333333333333334,1.125,3,-1.3939862052235577,53.85763152008519,0.4614236847991481,9.0,9.0,18.0,False,9.0,0.07389162561576355,0.06582497534234147,0.139716600958105,False,9.0,True,True,True
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,week3,23.0,2.0,0.1133004926108374,3,True,0,3.802046232695699,-0.3670041522261001,8,1.25,0.25,4,0.7101439158686046,91.93418318258688,0.0806581681741312,2.0,6.0,8.0,False,4.0,0.11330049261083744,0.11236226269726077,0.2256627553080982,False,3.0,True,True,True
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,week3,21.0,4.0,0.1034482758620689,3,True,0,3.802046232695699,0.4787562816236673,8,5.0,0.5,3,0.184111385595564,95.28771969174736,0.0471228030825263,4.0,3.0,7.0,False,3.0,0.10344827586206896,0.1164609661083606,0.21990924197042955,False,4.0,True,True,True
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,week3,21.0,4.0,0.1034482758620689,3,True,0,3.802046232695699,0.6667030447013934,8,3.6666666666666665,0.5,3,0.184111385595564,93.82451178865094,0.0617548821134906,4.0,5.0,9.0,False,6.0,0.10344827586206896,0.11467262857060381,0.2181209044326728,False,6.0,True,True,True
Aiden Turner,Edyta Sliwinska,Actor/Actress,Unknown,England,32,10,Eliminated Week 4,9,week4,16.5,8.0,0.0889487870619946,4,True,1,3.663824656163435,-0.2730307706872371,7,8.25,1.1428571428571428,4,-1.1220818398596757,33.70025304826102,0.6629974695173898,8.0,9.0,17.0,True,8.0,0.0889487870619946,0.046456849720718126,0.13540563678271272,True,9.0,True,True,True
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,week4,22.0,4.0,0.1185983827493261,4,True,0,3.663824656163435,-0.2730307706872371,7,6.5,0.5714285714285714,4,0.3790817026552959,93.36042095450256,0.0663957904549744,4.0,4.0,8.0,False,4.0,0.11859838274932614,0.12870025159559198,0.2472986343449181,False,4.0,True,True,True
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,week4,19.5,5.0,0.105121293800539,4,True,0,3.663824656163435,-0.2730307706872371,7,3.0,0.7142857142857143,5,-0.3032653621242366,90.5247500892984,0.094752499107016,5.0,5.0,10.0,False,5.0,0.10512129380053908,0.12479119088161,0.2299124846821491,False,5.0,True,True,True
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,week4,26.0,1.0,0.1401617250673854,4,True,0,3.663824656163435,-1.0248178229981415,7,1.8,0.1428571428571428,5,1.470837006302548,99.0276021193656,0.0097239788063439,1.0,1.0,2.0,False,1.0,0.14016172506738545,0.13651263755421053,0.27667436262159595,False,1.0,True,True,True
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,week4,19.0,6.0,0.1024258760107816,4,True,0,3.663824656163435,-0.2730307706872371,7,5.25,0.8571428571428571,4,-0.4397347750801431,86.15280020593882,0.1384719979406118,6.0,7.0,13.0,False,6.0,0.10242587601078167,0.11876432163445971,0.2211901976452414,False,6.0,True,True,True
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,week4,16.0,9.0,0.0862533692722372,4,True,0,3.663824656163435,0.008889373929352,7,9.25,1.2857142857142858,4,-1.2585512528155822,40.73759475917086,0.5926240524082914,9.0,8.0,17.0,False,8.0,0.0862533692722372,0.056158044718538774,0.14241141399077598,False,8.0,True,True,True
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,week4,25.0,2.0,0.1347708894878706,4,True,0,3.663824656163435,-0.3670041522261001,7,1.4,0.2857142857142857,5,1.197898180390735,97.57454493372136,0.0242545506627862,2.0,2.0,4.0,False,2.0,0.1347708894878706,0.13450955291231145,0.26928044240018206,False,2.0,True,True,True
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,week4,18.0,7.0,0.0970350404312668,4,True,0,3.663824656163435,0.4787562816236673,7,5.5,1.0,4,-0.7126736009919561,87.77314376270789,0.1222685623729211,7.0,6.0,13.0,False,6.0,0.09703504043126684,0.1209980157555381,0.21803305618680496,False,7.0,True,True,True
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,week4,23.5,3.0,0.1266846361185983,4,True,0,3.663824656163435,0.6667030447013934,7,3.5,0.4285714285714285,4,0.7884899415230154,96.55866825135368,0.0344133174864632,3.0,3.0,6.0,False,3.0,0.12668463611859837,0.13310913522702134,0.2597937713456197,False,3.0,True,True,True
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,week5,18.0,6.0,0.1040462427745664,5,True,0,4.718883039751796,-0.2730307706872371,6,6.4,1.0,5,-0.768190262285176,83.8237047790738,0.1617629522092621,6.0,6.0,12.0,False,6.0,0.10404624277456648,0.127605206106191,0.23165144888075748,False,6.0,True,True,True
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,week5,22.0,4.0,0.1271676300578034,5,True,0,4.718883039751796,-0.2730307706872371,6,3.1666666666666665,0.6666666666666666,6,0.0794679581674319,95.29866439468694,0.0470133560531306,4.0,4.0,8.0,False,4.0,0.12716763005780346,0.1450735891926909,0.2722412192504944,False,4.0,True,True,True
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,week5,27.0,2.0,0.1560693641618497,5,True,0,4.718883039751796,-1.0248178229981415,6,1.8333333333333333,0.3333333333333333,6,1.1390407337331918,97.49948474746095,0.0250051525253905,2.0,3.0,5.0,False,2.0,0.15606936416184972,0.1484239080011783,0.304493272163028,False,2.0,True,True,True
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,week5,23.0,3.0,0.1329479768786127,5,True,0,4.718883039751796,-0.2730307706872371,6,4.8,0.5,5,0.2913825132805839,98.021160400103,0.0197883959989698,3.0,2.0,5.0,False,2.0,0.1329479768786127,0.14921805721411777,0.28216603409273044,False,3.0,True,True,True
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,week5,15.0,8.0,0.0867052023121387,5,True,1,4.718883039751796,0.008889373929352,6,9.0,1.3333333333333333,5,-1.403933927624632,20.50113510498772,0.7949886489501228,8.0,8.0,16.0,True,8.0,0.08670520231213873,0.03120897098711761,0.11791417329925634,True,8.0,True,True,True
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,week5,29.0,1.0,0.1676300578034682,5,True,0,4.718883039751796,-0.3670041522261001,6,1.3333333333333333,0.1666666666666666,6,1.562869843959496,98.25069724736444,0.0174930275263554,1.0,1.0,2.0,False,1.0,0.1676300578034682,0.14956748219814775,0.31719754000161593,False,1.0,True,True,True
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,week5,18.0,6.0,0.1040462427745664,5,True,0,4.718883039751796,0.4787562816236673,6,5.6,1.0,5,-0.768190262285176,78.97702878135776,0.2102297121864224,6.0,7.0,13.0,False,7.0,0.10404624277456648,0.12022708924475539,0.22427333201932187,False,7.0,True,True,True
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,week5,21.0,5.0,0.1213872832369942,5,True,0,4.718883039751796,0.6667030447013934,6,3.8,0.8333333333333334,5,-0.1324465969457199,84.52690898262432,0.1547309101737568,5.0,5.0,10.0,False,5.0,0.12138728323699421,0.12867569705580129,0.2500629802927955,False,5.0,True,True,True
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,week6,30.9999,3.0,0.148325377166335,6,True,0,4.140413483722425,-0.2730307706872371,5,5.833333333333333,0.6,6,0.2760248818989121,95.27376940668285,0.0472623059331716,3.0,2.0,5.0,False,2.0,0.14832537716633504,0.16912951843286522,0.31745489559920026,False,3.0,True,True,True
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,week6,34.0,2.0,0.1626799706984664,6,True,0,4.140413483722425,-0.2730307706872371,5,3.0,0.4,7,1.0006143490607209,89.91411759355391,0.1008588240644609,2.0,3.0,5.0,False,2.0,0.16267997069846646,0.15961509136896923,0.3222950620674357,False,2.0,True,True,True
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,week6,27.0,5.0,0.1291870355546645,6,True,0,4.140413483722425,-1.0248178229981415,5,2.2857142857142856,1.0,7,-0.6900380525701117,89.54587801433613,0.1045412198566388,5.0,4.0,9.0,False,4.0,0.12918703555466454,0.15896139431164824,0.2881484298663128,False,5.0,True,True,True
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,week6,24.9999,7.0,0.1196171470430762,6,True,1,4.140413483722425,-0.2730307706872371,5,5.166666666666667,1.4,6,-1.1731057480703728,31.319331837632745,0.6868066816236725,7.0,7.0,14.0,True,7.0,0.11961714704307623,0.055597921068150556,0.17521506811122678,True,7.0,True,True,True
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,week6,35.9999,1.0,0.1722489022690506,6,True,0,4.140413483722425,-0.3670041522261001,5,1.2857142857142858,0.2,7,1.4836337402066488,96.92713073996865,0.0307286926003135,1.0,1.0,2.0,False,1.0,0.17224890226905065,0.17206455719364436,0.344313459462695,False,1.0,True,True,True
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,week6,25.9998,6.0,0.1244013735931173,6,True,0,4.140413483722425,0.4787562816236673,5,5.666666666666667,1.2,6,-0.9316081285859914,71.06138204632143,0.2893861795367858,6.0,6.0,12.0,False,6.0,0.12440137359311731,0.12614780961762986,0.25054918321074715,False,6.0,True,True,True
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,week6,29.9998,4.0,0.1435401936752898,6,True,0,4.140413483722425,0.6667030447013934,5,3.8333333333333335,0.8,6,0.0344789580601985,89.27678853042656,0.1072321146957344,4.0,5.0,9.0,False,4.0,0.14354019367528983,0.15848370800709252,0.30202390168238236,False,4.0,True,True,True
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,week7,26.0,3.0,0.1672025723472668,7,True,0,0.9703951085339758,-0.2730307706872371,4,5.428571428571429,0.75,7,0.0858756733215895,85.31130689297179,0.1468869310702822,3.0,3.0,6.0,False,3.0,0.16720257234726688,0.20245014557641974,0.3696527179236866,False,3.0,True,True,True
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,week7,25.5,4.0,0.1639871382636656,7,True,0,0.9703951085339758,-0.2730307706872371,4,3.125,1.0,8,-0.4293783666079551,70.82298636982118,0.2917701363017881,4.0,4.0,8.0,False,4.0,0.1639871382636656,0.16806827163854302,0.3320554099022086,False,4.0,True,True,True
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,week7,27.0,1.0,0.1736334405144694,7,True,0,0.9703951085339758,-1.0248178229981415,4,2.125,0.25,8,1.1163837531806788,96.18021642926168,0.0381978357073831,1.0,2.0,3.0,False,2.0,0.17363344051446947,0.22824288510905139,0.4018763256235208,False,2.0,True,True,True
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,week7,27.0,1.0,0.1736334405144694,7,True,0,0.9703951085339758,-0.3670041522261001,4,1.25,0.25,8,1.1163837531806788,97.83328211284692,0.0216671788715308,1.0,1.0,2.0,False,1.0,0.17363344051446947,0.23216573426560072,0.4057991747800702,False,1.0,True,True,True
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,week7,24.5,6.0,0.157556270096463,7,True,0,0.9703951085339758,0.4787562816236673,4,5.714285714285714,1.5,7,-1.4598864464670445,40.68902326415979,0.593109767358402,6.0,5.0,11.0,True,6.0,0.15755627009646303,0.09655811150010774,0.25411438159657074,False,5.0,False,False,True
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,week7,25.5,4.0,0.1639871382636656,7,True,1,0.9703951085339758,0.6667030447013934,4,3.857142857142857,1.0,7,-0.4293783666079551,30.557334340275368,0.6944266565972463,4.0,6.0,10.0,False,5.0,0.1639871382636656,0.07251485191027741,0.23650199017394302,True,6.0,False,False,True
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,week8,22.5,4.0,0.1778656126482213,8,True,0,3.271085446759225,-0.2730307706872371,3,5.25,1.3333333333333333,8,-0.8559849767220405,41.27716636038411,0.5872283363961589,4.0,4.0,8.0,False,4.0,0.17786561264822134,0.11586665221959948,0.29373226486782084,False,4.0,True,True,True
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,week8,26.5,2.0,0.2094861660079051,8,True,0,3.271085446759225,-0.2730307706872371,3,3.0,0.6666666666666666,9,0.3668507043094456,95.85604859224802,0.0414395140775199,2.0,3.0,5.0,False,3.0,0.20948616600790515,0.2690717513991597,0.4785579174070648,False,3.0,True,True,True
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,week8,26.5,2.0,0.2094861660079051,8,True,0,3.271085446759225,-1.0248178229981415,3,2.111111111111111,0.6666666666666666,9,0.3668507043094456,97.26022325511563,0.0273977674488436,2.0,2.0,4.0,False,2.0,0.20948616600790515,0.2730133256801453,0.48249949168805045,False,2.0,True,True,True
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,week8,29.5,1.0,0.233201581027668,8,True,0,3.271085446759225,-0.3670041522261001,3,1.2222222222222223,0.3333333333333333,9,1.2839774650830602,98.4699657338514,0.015300342661486,1.0,1.0,2.0,False,1.0,0.233201581027668,0.2764091210657869,0.5096107020934549,False,1.0,True,True,True
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,week8,21.5,5.0,0.1699604743083003,8,True,1,3.271085446759225,0.4787562816236673,3,5.625,1.6666666666666667,8,-1.161693896979912,23.38376096442073,0.7661623903557927,5.0,5.0,10.0,True,5.0,0.16996047430830039,0.0656391496353087,0.2355996239436091,True,5.0,True,True,True
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,week1,19.0,5.0,0.0837004405286343,1,True,1,3.3698754585385804,-0.6889816171462795,10,5.0,0.5,1,0.0247289059665936,4.41482355618038,0.9558517644381962,5.0,7.0,12.0,False,6.0,0.08370044052863436,0.02300846371024738,0.10670890423888174,False,7.0,True,False,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,week1,23.0,2.0,0.1013215859030837,1,True,1,3.3698754585385804,-0.3108819492001504,10,2.0,0.2,1,1.211716392363105,50.19282973025672,0.4980717026974328,2.0,2.0,4.0,False,2.0,0.1013215859030837,0.2615868758212389,0.3629084617243226,False,2.0,True,False,False
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,week1,18.0,7.0,0.079295154185022,1,True,0,3.3698754585385804,-1.0670812850924083,10,7.0,0.7,1,-0.2720179656325341,13.425309525023833,0.8657469047497617,7.0,5.0,12.0,False,6.0,0.07929515418502203,0.0699678578485705,0.14926301203359255,False,5.0,True,True,True
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,week1,15.0,10.0,0.066079295154185,1,True,1,3.3698754585385804,1.3905665565574306,10,10.0,1.0,1,-1.1622585804299177,0.6761017473220332,0.9932389825267796,10.0,12.0,22.0,True,12.0,0.06607929515418502,0.0035235977881645287,0.06960289294234955,True,12.0,True,True,True
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,week1,18.0,7.0,0.079295154185022,1,True,1,3.3698754585385804,2.524865560395818,10,7.0,0.7,1,-0.2720179656325341,3.1556335307189154,0.9684436646928108,7.0,8.0,15.0,False,8.0,0.07929515418502203,0.01644602069605779,0.09574117488107982,False,8.0,True,False,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,week1,24.0,1.0,0.105726872246696,1,True,0,3.3698754585385804,0.8864336659625918,10,1.0,0.1,1,1.5084632639622326,30.512424359868174,0.6948757564013183,1.0,3.0,4.0,False,2.0,0.10572687224669604,0.1590197206438506,0.26474659289054664,False,3.0,True,True,True
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,week1,19.0,5.0,0.0837004405286343,1,True,1,3.3698754585385804,0.1932509413946884,10,5.0,0.5,1,0.0247289059665936,4.556289249615841,0.9544371075038416,5.0,6.0,11.0,False,5.0,0.08370044052863436,0.023745731741967063,0.10744617227060142,False,6.0,True,False,False
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,week1,23.0,2.0,0.1013215859030837,1,True,0,3.3698754585385804,-1.0670812850924083,10,2.0,0.2,1,1.211716392363105,63.94563751443616,0.3605436248556384,2.0,1.0,3.0,False,1.0,0.1013215859030837,0.3332615361535468,0.4345831220566305,False,1.0,True,True,True
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,week1,15.0,10.0,0.066079295154185,1,True,1,3.3698754585385804,0.3192841640433981,10,10.0,1.0,1,-1.1622585804299177,0.7725357999415206,0.9922746420005848,10.0,11.0,21.0,False,11.0,0.06607929515418502,0.004026177194089241,0.07010547234827426,False,11.0,True,False,False
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,week1,16.0,9.0,0.0704845814977973,1,True,1,3.3698754585385804,1.3275499452330757,10,9.0,0.9,1,-0.8655117088307898,2.6734839561862067,0.973265160438138,9.0,9.0,18.0,False,9.0,0.07048458149779736,0.013933231487751366,0.08441781298554873,False,9.0,True,False,False
Rick Fox,Cheryl Burke,Athlete,Unknown,Canada,41,11,Eliminated Week 7,6,week1,22.0,4.0,0.0969162995594713,1,True,1,3.3698754585385804,0.3192841640433981,10,4.0,0.4,1,0.914969520763977,15.423126046645695,0.845768739533543,4.0,4.0,8.0,False,4.0,0.09691629955947137,0.08037975502917692,0.17729605458864828,False,4.0,True,False,False
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,week1,15.0,10.0,0.066079295154185,1,True,1,3.3698754585385804,-0.4999317831732149,10,10.0,1.0,1,-1.1622585804299177,2.130046476917813,0.978699535230822,10.0,10.0,20.0,False,10.0,0.06607929515418502,0.011101031885338924,0.07718032703952395,False,10.0,True,False,False
